,year,rank,song,artist
55,1960,56,No Love Have I,Webb Pierce
56,1960,57,Reveille Rock,Johnny And The Hurricanes
57,1960,58,Uh! Oh! Part 1,The Nutty Squirrels
58,1960,59,Always,Sammy Turner
59,1960,60,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials
60,1960,61,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks
61,1960,62,Down By The Station,The Four Preps
62,1960,63,A Year Ago Tonight,The Crests
63,1960,64,Honey Hush,Joe Turner
64,1960,65,Lonely Blue Boy,Conway Twitty
65,1960,66,Wont'cha Come Home,Lloyd Price and His Orchestra
66,1960,67,Handy Man,Jimmy Jones
67,1960,68,Crazy Arms,Bob Beckham
68,1960,69,High School U.S.A.,Tommy Facenda
69,1960,70,Lucky Devil,"Carl Dobkins, Jr."
70,1960,71,Let's Try Again,Clyde McPhatter
71,1960,72,Baciare Baciare (Kissing Kissing),Dorothy Collins
72,1960,73,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
73,1960,74,Primrose Lane,Jerry Wallace With The Jewels
74,1960,75,This Time Of The Year,Brook Benton
75,1960,76,Love Potion No. 9,The Clovers
76,1960,77,Climb Ev'ry Mountain,Tony Bennett
77,1960,78,Skokiaan (South African Song),Bill Haley And His Comets
78,1960,79,Sweet Nothin's,Brenda Lee
79,1960,80,Run Red Run,The Coasters
80,1960,81,Promise Me A Rose (A Slight Detail),Anita Bryant
81,1960,82,Rockin' Little Angel,Ray Smith
82,1960,83,I'm Movin' On,Ray Charles and his Orchestra
83,1960,84,Tracy's Theme,Spencer Ross
84,1960,85,The Little Drummer Boy,Johnny Cash
85,1960,86,Little Things Mean A Lot,Joni James
86,1960,87,Riverboat,Faron Young
87,1960,88,Harlem Nocturne,The Viscounts
88,1960,89,God Bless America,Connie Francis
89,1960,90,The Sound Of Music,Patti Page
90,1960,91,I Don't Know What It Is,The Bluenotes
91,1960,92,Darling Lorraine,The Knockouts
92,1960,93,In The Still Of The Nite,The Five Satins
93,1960,94,Do-Re-Mi,Mitch Miller
94,1960,95,Little Coco Palm,Jerry Wallace
95,1960,96,Deck Of Cards,Wink Martindale
96,1960,97,One Mint Julep,Chet Atkins
97,1960,98,Happy Anniversary,Jane Morgan
98,1960,99,Smokie-Part 2,Bill Doggett
99,1960,100,One More Chance,Rod Bernard
100,1961,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires
101,1961,2,Wonderland By Night,Bert Kaempfert And His Orchestra
102,1961,3,Last Date,Floyd Cramer
103,1961,4,Exodus,Ferrante & Teicher
104,1961,5,A Thousand Stars,Kathy Young With The Innocents
105,1961,6,North To Alaska,Johnny Horton
106,1961,7,Many Tears Ago,Connie Francis
107,1961,8,You're Sixteen,Johnny Burnette
108,1961,9,Angel Baby,Rosie And The Originals
109,1961,10,"Corinna, Corinna",Ray Peterson
110,1961,11,Rubber Ball,Bobby Vee
111,1961,12,Sailor (Your Home Is The Sea),Lolita
112,1961,13,He Will Break Your Heart,Jerry Butler
113,1961,14,Will You Love Me Tomorrow,The Shirelles
114,1961,15,Lonely Teenager,Dion
115,1961,16,Wonderland By Night,Louis Prima
116,1961,17,Perfidia,The Ventures
117,1961,18,Rockin' Around The Christmas Tree,Brenda Lee
118,1961,19,Wonderland By Night,Anita Bryant
119,1961,20,Sway,Bobby Rydell
120,1961,21,Poetry In Motion,Johnny Tillotson
121,1961,22,Calcutta,Lawrence Welk And His Orchestra
122,1961,23,Wings Of A Dove,Ferlin Husky
123,1961,24,New Orleans,U.S. Bonds
124,1961,25,My Girl Josephine,Fats Domino
125,1961,26,Blue Tango,Bill Black's Combo
126,1961,27,Baby Oh Baby,The Shells
127,1961,28,Ruby,Ray Charles
128,1961,29,The Little Drummer Boy,The Harry Simeone Chorale
129,1961,30,Fools Rush In (Where Angels Fear To Tread),Brook Benton
130,1961,31,Alone At Last,Jackie Wilson
131,1961,32,Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)"
132,1961,33,I Gotta Know,Elvis Presley With The Jordanaires
133,1961,34,Doll House,Donnie Brooks
134,1961,35,Stay,Maurice Williams & The Zodiacs
135,1961,36,Sad Mood,Sam Cooke
136,1961,37,I Count The Tears,The Drifters
137,1961,38,Calendar Girl,Neil Sedaka
138,1961,39,Ballad Of The Alamo,Marty Robbins
139,1961,40,I'm Hurtin',Roy Orbison
140,1961,41,I'll Save The Last Dance For You,Damita Jo
141,1961,42,You Are The Only One,Ricky Nelson
142,1961,43,Gonzo,James Booker
143,1961,44,Gee Whiz,The Innocents
144,1961,45,The Hucklebuck,Chubby Checker
145,1961,46,Bumble Bee,LaVern Baker
146,1961,47,Dance By The Light Of The Moon,The Olympics
147,1961,48,Am I Losing You,Jim Reeves
148,1961,49,Twistin' Bells,Santo & Johnny
149,1961,50,Once In Awhile,The Chimes
150,1961,51,Christmas Auld Lang Syne,Bobby Darin
151,1961,52,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters
152,1961,53,Like Strangers,The Everly Brothers
153,1961,54,A Perfect Love,Frankie Avalon
154,1961,55,Last Date,Lawrence Welk And His Orchestra
155,1961,56,The Puppet Song,Frankie Avalon
156,1961,57,My Last Date (With You),Skeeter Davis
157,1961,58,The Magnificent Seven,Al Caiola And His Orchestra
158,1961,59,Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.
159,1961,60,Lovey Dovey,Buddy Knox
160,1961,61,There She Goes,Jerry Wallace
161,1961,62,The Hoochi Coochi Coo,Hank Ballard And The Midnighters
162,1961,63,Your Other Love,The Flamingos
163,1961,64,How To Handle A Woman,Johnny Mathis
164,1961,65,Ol' Mac Donald,Frank Sinatra
165,1961,66,(Let's Do) The Hully Gully Twist,Bill Doggett
166,1961,67,Save The Last Dance For Me,The Drifters
167,1961,68,You Don't Want My Love,Andy Williams
168,1961,69,My Last Date (With You),Joni James
169,1961,70,Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats
170,1961,71,Happy Days,Marv Johnson
171,1961,72,C'est Si Bon (It's So Good),Conway Twitty
172,1961,73,Walk Slow,Little Willie John
173,1961,74,Pepe,Duane Eddy His Twangy Guitar And The Rebels
174,1961,75,Mister Livingston,Larry Verne
175,1961,76,We Have Love,Dinah Washington
176,1961,77,Angel On My Shoulder,Shelby Flint
177,1961,78,Spoonful,Etta & Harvey
178,1961,79,Utopia,Frank Gari
179,1961,80,Make Someone Happy,Perry Como
180,1961,81,Milk Cow Blues,Ricky Nelson
181,1961,82,I Idolize You,Ike & Tina Turner
182,1961,83,Emotions,Brenda Lee
183,1961,84,What Would I Do,Mickey & Sylvia
184,1961,85,"Yes, I'm Lonesome Tonight",Thelma Carpenter
185,1961,86,Spanish Harlem,Ben E. King
186,1961,87,"Oh, How I Miss You Tonight",Jeanne Black
187,1961,88,There's A Moon Out Tonight,The Capris
188,1961,89,Wabash Blues,The Viscounts
189,1961,90,First Taste Of Love,Ben E. King
190,1961,91,If I Knew,Nat King Cole
191,1961,92,All In My Mind,Maxine Brown
192,1961,93,Talk To Me Baby,Annette With The Afterbeats
193,1961,94,"Don't Believe Him, Donna",Lenny Miles
194,1961,95,Don't Read The Letter,Patti Page
195,1961,96,I Don't Want Nobody (To Have My Love But You),Ella Johnson With Buddy Johnson
196,1961,97,Oh Lonesome Me,Johnny Cash With The Gene Lowery Singers
197,1961,98,"Yes, I'm Lonesome Tonight",Dodie Stevens
198,1961,99,Sugar Bee,Cleveland Crochet and Band
199,1961,100,This Is My Story,Mickey & Sylvia
200,1962,1,The Lion Sleeps Tonight,The Tokens
201,1962,2,The Twist,Chubby Checker
202,1962,3,Run To Him,Bobby Vee
203,1962,4,Peppermint Twist - Part I,Joey Dee & the Starliters
204,1962,5,Can't Help Falling In Love,Elvis Presley With The Jordanaires
205,1962,6,"Happy Birthday, Sweet Sixteen",Neil Sedaka
206,1962,7,Goodbye Cruel World,James Darren
207,1962,8,Walk On By,Leroy Van Dyke
208,1962,9,When I Fall In Love,The Lettermen
209,1962,10,Unchain My Heart,Ray Charles and his Orchestra
210,1962,11,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis
211,1962,12,White Christmas,Bing Crosby
212,1962,13,Please Mr. Postman,The Marvelettes
213,1962,14,'Til,The Angels
214,1962,15,I Know (You Don't Love Me No More),Barbara George
215,1962,16,I Don't Know Why,Linda Scott
216,1962,17,Let There Be Drums,Sandy Nelson
217,1962,18,Revenge,Brook Benton
218,1962,19,Moon River,Henry Mancini And His Orchestra
219,1962,20,There's No Other (Like My Baby),The Crystals
220,1962,21,Jingle Bell Rock,Bobby Rydell/Chubby Checker
221,1962,22,The Little Drummer Boy,The Harry Simeone Chorale
222,1962,23,Rock-A-Hula Baby,Elvis Presley With The Jordanaires
223,1962,24,Town Without Pity,Gene Pitney
224,1962,25,Gypsy Woman,The Impressions
225,1962,26,Baby's First Christmas,Connie Francis
226,1962,27,Moon River,Jerry Butler
227,1962,28,A Little Bitty Tear,Burl Ives
228,1962,29,If You Gotta Make A Fool Of Somebody,James Ray
229,1962,30,The Wanderer,Dion
230,1962,31,Funny How Time Slips Away,Jimmy Elledge
231,1962,32,Cotton Fields,The Highwaymen
232,1962,33,Jambalaya (On The Bayou),Fats Domino
233,1962,34,Baby It's You,The Shirelles
234,1962,35,Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino
235,1962,36,Tonight,Ferrante & Teicher
236,1962,37,Johnny Will,Pat Boone
237,1962,38,Hey! Little Girl,Del Shannon
238,1962,39,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks
239,1962,40,Big Bad John,Jimmy Dean
240,1962,41,Jingle Bell Rock,Bobby Helms
241,1962,42,Poor Fool,Ike & Tina Turner
242,1962,43,"Well, I Told You",The Chantels
243,1962,44,Small Sad Sam,Phil McLean
244,1962,45,Little Altar Boy,Vic Dana
245,1962,46,Norman,Sue Thompson
246,1962,47,Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks
247,1962,48,Dear Lady Twist,Gary U.S. Bonds
248,1962,49,Just Out Of Reach (Of My Two Open Arms),Solomon Burke
249,1962,50,Rockin' Around The Christmas Tree,Brenda Lee
250,1962,51,Turn On Your Love Light,Bobby Bland
251,1962,52,Twist-Her,Bill Black's Combo
252,1962,53,Irresistible You,Bobby Darin
253,1962,54,Dreamy Eyes,Johnny Tillotson
254,1962,55,Dear Ivan,Jimmy Dean
255,1962,56,The Gypsy Rover,The Highwaymen
256,1962,57,Up A Lazy River,Si Zentner And His Orchestra
257,1962,58,Pocketful Of Miracles,Frank Sinatra
258,1962,59,Flying Circle,Frank Slay And His Orchestra
259,1962,60,Do-Re-Mi,Lee Dorsey
260,1962,61,Maria,Roger Williams
261,1962,62,Letter Full Of Tears,Gladys Knight And The Pips
262,1962,63,Multiplication,Bobby Darin
263,1962,64,She's Everything (I Wanted You To Be),Ral Donner
264,1962,65,Let's Twist Again,Chubby Checker
265,1962,66,"Turn Around, Look At Me",Glen Campbell
266,1962,67,Just Got To Know,Jimmy McCracklin
267,1962,68,Fool #1,Brenda Lee
268,1962,69,Walkin' With My Angel,Bobby Vee
269,1962,70,Soothe Me,Sims Twins
270,1962,71,It Will Stand,The Showmen
271,1962,72,I Understand (Just How You Feel),The G-Clefs
272,1962,73,Alvin's Harmonica,David Seville And The Chipmunks
273,1962,74,Unsquare Dance,The Dave Brubeck Quartet
274,1962,75,Language Of Love,John D. Loudermilk
275,1962,76,Please Come Home For Christmas,Charles Brown
276,1962,77,Let's Go Trippin',Dick Dale and The Del-Tones
277,1962,78,Tuff,Ace Cannon
278,1962,79,The Majestic,Dion
279,1962,80,I Could Have Loved You So Well,Ray Peterson
280,1962,81,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon
281,1962,82,Go On Home,Patti Page
282,1962,83,Smoky Places,"The Corsairs Featuring Jay ""Bird"" Uzzell"
283,1962,84,Tears From An Angel,Troy Shondell
284,1962,85,Pop Goes The Weasel,Anthony Newley
285,1962,86,Lost Someone,James Brown And The Famous Flames
286,1962,87,Room Full Of Tears,The Drifters
287,1962,88,Maria,Johnny Mathis
288,1962,89,I Need Some One,The Belmonts
289,1962,90,It's All Because,Linda Scott
290,1962,91,Crazy,Patsy Cline
291,1962,92,Pushin' Your Luck,Sleepy King
292,1962,93,The Twist,Ernie Freeman
293,1962,94,The Waltz You Saved For Me,Ferlin Husky
294,1962,95,Let Me In,The Sensations
295,1962,96,The Little Drummer Boy,The Jack Halloran Singers
296,1962,97,That's My Pa,Sheb Wooley
297,1962,98,Searching,Jack Eubanks
298,1962,99,Motorcycle,Tico And The Triumphs
299,1962,100,Drown In My Own Tears,Don Shirley
300,1963,1,Telstar,The Tornadoes
301,1963,2,Go Away Little Girl,Steve Lawrence
302,1963,3,Limbo Rock,Chubby Checker
303,1963,4,Bobby's Girl,Marcie Blane
304,1963,5,Big Girls Don't Cry,The 4 Seasons
305,1963,6,Hotel Happiness,Brook Benton
306,1963,7,Pepino The Italian Mouse,Lou Monte
307,1963,8,Return To Sender,Elvis Presley With The Jordanaires
308,1963,9,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans
309,1963,10,Tell Him,The Exciters
310,1963,11,My Dad,Paul Petersen
311,1963,12,You Are My Sunshine,Ray Charles
312,1963,13,Release Me,"Esther Phillips ""Little Esther"""
313,1963,14,The Night Has A Thousand Eyes,Bobby Vee
314,1963,15,Two Lovers,Mary Wells
315,1963,16,The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass
316,1963,17,Dear Lonely Hearts,Nat King Cole
317,1963,18,Chains,The Cookies
318,1963,19,Keep Your Hands Off My Baby,Little Eva
319,1963,20,It's Up To You,Rick Nelson
320,1963,21,Don't Hang Up,The Orlons
321,1963,22,Up On The Roof,The Drifters
322,1963,23,Wiggle Wobble,Les Cooper and the Soul Rockers
323,1963,24,Love Came To Me,Dion
324,1963,25,I Saw Linda Yesterday,Dickey Lee
325,1963,26,Everybody Loves A Lover,The Shirelles
326,1963,27,Ruby Ann,Marty Robbins
327,1963,28,Shutters And Boards,Jerry Wallace
328,1963,29,Half Heaven - Half Heartache,Gene Pitney
329,1963,30,Monsters' Holiday,"Bobby ""Boris"" Pickett And The Crypt-Kickers"
330,1963,31,Ride!,Dee Dee Sharp
331,1963,32,Don't Make Me Over,Dionne Warwick
332,1963,33,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes
333,1963,34,Trouble Is My Middle Name,Bobby Vinton
334,1963,35,Loop De Loop,Johnny Thunder
335,1963,36,Your Cheating Heart,Ray Charles
336,1963,37,See See Rider,LaVern Baker
337,1963,38,Rumors,Johnny Crawford
338,1963,39,I'm Gonna' Be Warm This Winter,Connie Francis
339,1963,40,Let's Go (pony),The Routers
340,1963,41,Desafinado,Stan Getz/Charlie Byrd
341,1963,42,Remember Then,The Earls
342,1963,43,Let's Kiss And Make Up,Bobby Vinton
343,1963,44,Some Kinda Fun,Chris Montez
344,1963,45,Comin' Home Baby,Mel Torme
345,1963,46,You've Really Got A Hold On Me,The Miracles
346,1963,47,The Love Of A Boy,Timi Yuro
347,1963,48,My Coloring Book,Kitty Kallen
348,1963,49,Ten Little Indians,The Beach Boys
349,1963,50,The Push And Kick,Mark Valentino
350,1963,51,Coney Island Baby,The Excellents
351,1963,52,He's A Rebel,The Crystals
352,1963,53,Hey Paula,Paul and Paula
353,1963,54,Lovesick Blues,Frank Ifield
354,1963,55,That's Life (That's Tough),Gabriel And The Angels
355,1963,56,The Ballad Of Jed Clampett,Flatt & Scruggs
356,1963,57,My Wife Can't Cook,Lonnie Russ
357,1963,58,My Coloring Book,Sandy Stewart
358,1963,59,You Threw A Lucky Punch,Gene Chandler
359,1963,60,All Alone Am I,Brenda Lee
360,1963,61,Strange I Know,The Marvelettes
361,1963,62,Spanish Lace,Gene McDaniels
362,1963,63,The Cinnamon Cinder (It's A Very Nice Dance),The Pastel Six
363,1963,64,Java,Floyd Cramer
364,1963,65,You're Gonna Need Me,Barbara Lynn
365,1963,66,Shake Sherry,The Contours
366,1963,67,From A Jack To A King,Ned Miller
367,1963,68,Shake Me I Rattle (Squeeze Me I Cry),Marion Worth
368,1963,69,I May Not Live To See Tomorrow,Brian Hyland
369,1963,70,Cast Your Fate To The Wind,Vince Guaraldi Trio
370,1963,71,Walk Right In,The Rooftop Singers
371,1963,72,Fly Me To The Moon - Bossa Nova,Joe Harnell And His Orchestra
372,1963,73,Me And My Shadow,Frank Sinatra & Sammy Davis Jr.
373,1963,74,He's Sure The Boy I Love,The Crystals
374,1963,75,I'm A Woman,Peggy Lee
375,1963,76,Wild Weekend,The Rebels
376,1963,77,Rainbow At Midnight,Jimmie Rodgers
377,1963,78,Little Town Flirt,Del Shannon
378,1963,79,Call On Me,Bobby Bland
379,1963,80,Echo,The Emotions
380,1963,81,All About My Girl,Jimmy McGriff
381,1963,82,Molly,Bobby Goldsboro
382,1963,83,Bossa Nova U.S.A.,The Dave Brubeck Quartet
383,1963,84,I Need You,Rick Nelson
384,1963,85,Little Tin Soldier,The Toy Dolls
385,1963,86,Darkest Street In Town,Jimmy Clanton
386,1963,87,Proud,Johnny Crawford
387,1963,88,Red Pepper I,Roosevelt Fountain And Pens Of Rhythm
388,1963,89,Gonna Raise A Rukus Tonight,Jimmy Dean
389,1963,90,Al Di La,Connie Francis
390,1963,91,The Gypsy Cried,Lou Christie
391,1963,92,Every Day I Have To Cry,Steve Alaimo
392,1963,93,Trouble In Mind,Aretha Franklin
393,1963,94,I Will Live My Life For You,Tony Bennett
394,1963,95,Jellybread,Booker T. & The MG's
395,1963,96,Sam's Song,Dean Martin & Sammy Davis Jr.
396,1963,97,The (Bossa Nova) Bird,The Dells
397,1963,98,Mama Didn't Lie,Jan Bradley
398,1963,99,How Much Is That Doggie In The Window,Baby Jane & The Rockabyes
399,1963,100,Let Me Entertain You,Ray Anthony
400,1964,1,There! I've Said It Again,Bobby Vinton
401,1964,2,Louie Louie,The Kingsmen
402,1964,3,Dominique,The Singing Nun (Soeur Sourire)
403,1964,4,Since I Fell For You,Lenny Welch
404,1964,5,Forget Him,Bobby Rydell
405,1964,6,Popsicles And Icicles,The Murmaids
406,1964,7,Talk Back Trembling Lips,Johnny Tillotson
407,1964,8,Quicksand,Martha & The Vandellas
408,1964,9,The Nitty Gritty,Shirley Ellis
409,1964,10,Midnight Mary,Joey Powers
410,1964,11,You Don't Have To Be A Baby To Cry,The Caravelles
411,1964,12,Drip Drop,Dion Di Muci
412,1964,13,Surfin' Bird,The Trashmen
413,1964,14,As Usual,Brenda Lee
414,1964,15,Wives And Lovers,Jack Jones
415,1964,16,Pretty Paper,Roy Orbison
416,1964,17,Drag City,Jan & Dean
417,1964,18,Be True To Your School,The Beach Boys
418,1964,19,Whispering,Nino Tempo & April Stevens
419,1964,20,The Boy Next Door,The Secrets
420,1964,21,I'm Leaving It Up To You,Dale & Grace
421,1964,22,Loddy Lo,Chubby Checker
422,1964,23,Kansas City,Trini Lopez
423,1964,24,Can I Get A Witness,Marvin Gaye
424,1964,25,Everybody,Tommy Roe
425,1964,26,That Lucky Old Sun,Ray Charles
426,1964,27,Turn Around,Dick and DeeDee
427,1964,28,When The Lovelight Starts Shining Through His Eyes,The Supremes
428,1964,29,For Your Precious Love,Garnet Mimms & The Enchanters
429,1964,30,Have You Heard,The Duprees featuring Joey Vann
430,1964,31,Somewhere,The Tymes
431,1964,32,Anyone Who Had A Heart,Dionne Warwick
432,1964,33,Out Of Limits,The Marketts
433,1964,34,Need To Belong,Jerry Butler
434,1964,35,Hey Little Cobra,The Rip Chords
435,1964,36,I Have A Boyfriend,The Chiffons
436,1964,37,In My Room,The Beach Boys
437,1964,38,Stewball,"Peter, Paul & Mary"
438,1964,39,I Gotta Dance To Keep From Crying,The Miracles
439,1964,40,Daisy Petal Pickin',Jimmy Gilmer And The Fireballs
440,1964,41,For You,Rick Nelson
441,1964,42,"Baby, I Love You",The Ronettes
442,1964,43,Wonderful Summer,Robin Ward
443,1964,44,Hooka Tooka,Chubby Checker
444,1964,45,Tra La La La Suzy,Dean And Jean
445,1964,46,Baby Don't You Weep,Garnet Mimms & The Enchanters
446,1964,47,The Marvelous Toy,The Chad Mitchell Trio
447,1964,48,Girls Grow Up Faster Than Boys,The Cookies
448,1964,49,You Don't Own Me,Lesley Gore
449,1964,50,Walking The Dog,Rufus Thomas
450,1964,51,As Long As I Know He's Mine,The Marvelettes
451,1964,52,Bad Girl,Neil Sedaka
452,1964,53,Long Tall Texan,Murry Kellum
453,1964,54,She's A Fool,Lesley Gore
454,1964,55,I Can't Stop Talking About You,Steve & Eydie
455,1964,56,It's All In The Game,Cliff Richard
456,1964,57,Today's Teardrops,Rick Nelson
457,1964,58,"Um, Um, Um, Um, Um, Um",Major Lance
458,1964,59,Misery,The Dynamics
459,1964,60,What's Easy For Two Is So Hard For One,Mary Wells
460,1964,61,Charade,Henry Mancini And His Orchestra
461,1964,62,What Kind Of Fool (Do You Think I Am),The Tams
462,1964,63,Bon-Doo-Wah,The Orlons
463,1964,64,That Boy John,The Raindrops
464,1964,65,Ally Ally Oxen Free,The Kingston Trio
465,1964,66,Watch Your Step,Brooks O'Dell
466,1964,67,Comin' In The Back Door,The Baja Marimba Band
467,1964,68,"My One And Only, Jimmy Boy",The Girlfriends
468,1964,69,In The Summer Of His Years,Connie Francis
469,1964,70,Dumb Head,Ginny Arnell
470,1964,71,True Love Goes On And On,Burl Ives
471,1964,72,The Little Boy,Tony Bennett
472,1964,73,Be Mad Little Girl,Bobby Darin
473,1964,74,Letter From Sherry,Dale Ward
474,1964,75,Please,Frank Ifield
475,1964,76,Come Dance With Me,Jay & The Americans
476,1964,77,If Somebody Told You,Anna King
477,1964,78,The Cheer Leader,Paul Petersen
478,1964,79,Cold Cold Winter,The Pixies Three
479,1964,80,We Belong Together,Jimmy Velvet
480,1964,81,Snap Your Fingers,Barbara Lewis
481,1964,82,You'll Never Walk Alone,Patti LaBelle And The Blue Belles
482,1964,83,Harlem Shuffle,Bob And Earl
483,1964,84,Baby's Gone,Gene Thomas
484,1964,85,Since I Found A New Love,Little Johnny Taylor
485,1964,86,For Your Sweet Love,The Cascades
486,1964,87,Who Cares,Fats Domino
487,1964,88,The Shelter Of Your Arms,Sammy Davis Jr.
488,1964,89,You're No Good,Betty Everett
489,1964,90,Do-Wah-Diddy,The Exciters
490,1964,91,Pink Dominos,The Crescents Featuring Chiyo
491,1964,92,The Feeling Is Gone,Bobby Bland
492,1964,93,His Kiss,Betty Harris
493,1964,94,Pain In My Heart,Otis Redding
494,1964,95,Deep In The Heart Of Harlem,Clyde McPhatter
495,1964,96,Java,Al (He's the King) Hirt
496,1964,97,I'll Search My Heart,Johnny Mathis
497,1964,98,Where Or When,The Lettermen
498,1964,99,Coming Back To You,Maxine Brown
499,1964,100,The Son Of Rebel Rouser,Duane Eddy
500,1965,1,I Feel Fine,The Beatles
501,1965,2,Come See About Me,The Supremes
502,1965,3,Mr. Lonely,Bobby Vinton
503,1965,4,She's A Woman,The Beatles
504,1965,5,Love Potion Number Nine,The Searchers
505,1965,6,Goin' Out Of My Head,Little Anthony And The Imperials
506,1965,7,She's Not There,The Zombies
507,1965,8,Amen,The Impressions
508,1965,9,The Jerk,The Larks
509,1965,10,The Wedding,Julie Rogers
510,1965,11,Ringo,Lorne Greene
511,1965,12,Downtown,Petula Clark
512,1965,13,Sha La La,Manfred Mann
513,1965,14,You've Lost That Lovin' Feelin',The Righteous Brothers
514,1965,15,Keep Searchin' (We'll Follow The Sun),Del Shannon
515,1965,16,"My Love, Forgive Me (Amore, Scusami)",Robert Goulet
516,1965,17,Any Way You Want It,The Dave Clark Five
517,1965,18,Willow Weep For Me,Chad & Jeremy
518,1965,19,How Sweet It Is To Be Loved By You,Marvin Gaye
519,1965,20,Time Is On My Side,The Rolling Stones
520,1965,21,I'm Into Something Good,Herman's Hermits
521,1965,22,"Dance, Dance, Dance",The Beach Boys
522,1965,23,Leader Of The Laundromat,The Detergents
523,1965,24,Oh No Not My Baby,Maxine Brown
524,1965,25,Thou Shalt Not Steal,Dick and DeeDee
525,1965,26,As Tears Go By,Marianne Faithfull
526,1965,27,Dear Heart,Andy Williams
527,1965,28,Too Many Fish In The Sea,The Marvelettes
528,1965,29,Mountain Of Love,Johnny Rivers
529,1965,30,Saturday Night At The Movies,The Drifters
530,1965,31,Don't Forget I Still Love You,Bobbi Martin
531,1965,32,I'm Gonna Be Strong,Gene Pitney
532,1965,33,Dear Heart,Jack Jones
533,1965,34,One More Time,The Ray Charles Singers
534,1965,35,She Understands Me,Johnny Tillotson
535,1965,36,Walking In The Rain,The Ronettes
536,1965,37,Walk Away,Matt Monro
537,1965,38,Wild One,Martha & The Vandellas
538,1965,39,Do-Wacka-Do,Roger Miller
539,1965,40,Hold What You've Got,Joe Tex
540,1965,41,I'll Be There,Gerry And The Pacemakers
541,1965,42,Smile,Betty Everett & Jerry Butler
542,1965,43,Roses Are Red My Love,"The ""You Know Who"" Group!"
543,1965,44,You Really Got Me,The Kinks
544,1965,45,Promised Land,Chuck Berry
545,1965,46,What Now,Gene Chandler
546,1965,47,You're Nobody Till Somebody Loves You,Dean Martin
547,1965,48,Boom Boom,The Animals
548,1965,49,Hawaii Tattoo,The Waikikis
549,1965,50,The Name Game,Shirley Ellis
550,1965,51,The 81,Candy & The Kisses
551,1965,52,(There's) Always Something There To Remind Me,Sandie Shaw
552,1965,53,Since I Don't Have You,Chuck Jackson
553,1965,54,All Day And All Of The Night,The Kinks
554,1965,55,Seven Letters,Ben E. King
555,1965,56,I'm Gonna Love You Too,The Hullaballoos
556,1965,57,Give Him A Great Big Kiss,The Shangri-Las
557,1965,58,Makin' Whoopee,Ray Charles
558,1965,59,Lovin' Place,Gale Garnett
559,1965,60,"Run, Run, Run",The Gestures
560,1965,61,I Can't Stop,The Honeycombs
561,1965,62,Let's Lock The Door (And Throw Away The Key),Jay & The Americans
562,1965,63,Come On Do The Jerk,The Miracles
563,1965,64,Sometimes I Wonder,Major Lance
564,1965,65,Getting Mighty Crowded,Betty Everett
565,1965,66,Have You Looked Into Your Heart,Jerry Vale
566,1965,67,Do It Right,Brook Benton
567,1965,68,Somewhere In Your Heart,Frank Sinatra
568,1965,69,He's My Guy,Irma Thomas
569,1965,70,I Found A Love Oh What A Love,Jo Ann & Troy
570,1965,71,Look Of Love,Lesley Gore
571,1965,72,You'll Always Be The One I Love,Dean Martin
572,1965,73,Little Bell,The Dixie Cups
573,1965,74,Can You Jerk Like Me,The Contours
574,1965,75,"Bucket ""T""",Ronny And The Daytonas
575,1965,76,Danny Boy,Patti LaBelle And The Blue Belles
576,1965,77,Dear Heart,Henry Mancini And His Orchestra
577,1965,78,Paper Tiger,Sue Thompson
578,1965,79,Do Anything You Wanna (Part I),Harold Betters
579,1965,80,No Arms Can Ever Hold You,The Bachelors
580,1965,81,"The Sidewinder, Part 1",Lee Morgan
581,1965,82,"Lovely, Lovely (Loverly, Loverly)",Chubby Checker
582,1965,83,Do What You Do Do Well,Ned Miller
583,1965,84,Hey-Da-Da-Dow,The Dolphins
584,1965,85,Percolatin',Willie Mitchell
585,1965,86,(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee
586,1965,87,My Buddy Seat,The Hondells
587,1965,88,Blind Man,Little Milton
588,1965,89,So What,Bill Black's Combo
589,1965,90,Use Your Head,Mary Wells
590,1965,91,Maybe,The Shangri-Las
591,1965,92,Have Mercy Baby,James Brown And The Famous Flames
592,1965,93,Are You Still My Baby,The Shirelles
593,1965,94,Voice Your Choice,The Radiants
594,1965,95,A Little Bit Of Soap,Garnet Mimms
595,1965,96,"Laugh, Laugh",The Beau Brummels
596,1965,97,Take This Hurt Off Me,Don Covay
